authority,domain,funding_source,gate,intel,kinetic,legal_status,org_type,outcome,researcher_id,stage,tick,trl
Title10,Cyber,ProgramBase,attempt,GEOINT,NonKinetic,not_conducted,Commercial,start,24,,48,4
Title10,Cyber,ProgramBase,funding,GEOINT,NonKinetic,not_conducted,Commercial,fail,24,feasibility,48,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,48,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,48,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,48,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,48,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,48,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,48,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,48,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,48,2
Title50,EW,ProgramBase,contracting,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,48,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,48,3
Title10,ISR,UFR,contracting,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,48,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,48,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,48,4
Title50,Cyber,POM,contracting,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,48,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,49,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,49,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,49,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,49,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,49,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,49,2
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,49,4
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,49,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,49,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,49,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,49,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,49,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,49,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,49,3
Title10,Cyber,ProgramBase,contracting,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,49,4
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,49,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,49,4
Title10,Cyber,ProgramBase,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,24,feasibility,49,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,49,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,49,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,49,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,49,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,49,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,49,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,49,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,49,2
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,49,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,49,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,49,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,49,4
Title50,Land,Partner_CoDev,attempt,HUMINT,Kinetic,not_conducted,GovLab,start,38,,49,2
Title50,Land,Partner_CoDev,contracting,HUMINT,Kinetic,favorable,GovLab,fail,38,feasibility,49,2
Title50,Cyber,POM,contracting,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,49,4
