adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_stage_age,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.06,0.4,1.0,0.2625,0.097944,1.0,3,1.0,0.88,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,9,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.14,0.4,1.0,0.34,0.136435,1.0,7,1.0,0.88,ISR,NonKinetic,7,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,9,4
,,,,Title10,Commercial,Air_Dominance,,ProgramBase,contracting,,,1.12,0.4,,0.6,0.2688,,6,1.0,,ISR,NonKinetic,6,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,9,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.18,0.4,1.0,0.23625,0.098129,1.0,9,1.0,0.88,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,9,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.04,0.4,1.0,0.4,0.146432,1.0,2,1.0,0.88,NA,NonKinetic,2,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,9,3
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.04,0.4,1.0,0.36,0.131789,1.0,2,1.0,0.88,NA,Kinetic,2,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,10,2
,,,,Title10,GovContractor,Autonomy_UxS,,ProgramBase,contracting,,,1.06,0.4165,,0.65,0.286969,,3,1.0,,ISR,NonKinetic,3,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,10,3
,,,,Title10,Commercial,Missile_Defense,,UFR,contracting,,,1.12,0.4,,0.6,0.2688,,6,1.0,,ISR,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,10,2
,,,,Title10,Commercial,Land_Warfare,,Partner,contracting,,,1.02,0.567,,0.6,0.347004,,1,1.0,,ISR,Kinetic,1,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,10,2
,,,,Title10,,Maritime_Warfare,,ProgramBase,test,1.0,0.675,1.02,0.4,1.0,0.74,0.203796,1.0,1,1.0,,NA,NonKinetic,1,,,,favorable,favorable,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,10,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.06,0.4,1.0,0.36,0.134323,1.0,3,1.0,0.88,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,10,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.06,0.4,1.0,0.223125,0.083252,1.0,3,1.0,0.88,NA,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,10,3
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.08,0.4,1.0,0.2625,0.099792,1.0,4,1.0,0.88,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,10,3
,,,,Title10,,C2_JADC2,0.75,POM,attempt,,,1.08,0.4,1.0,0.2625,0.099792,1.0,4,1.0,0.88,ISR,Kinetic,,,,,unfavorable,,,,GovLab,start,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,,10,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.0,0.4,1.0,0.23625,0.08316,1.0,0,1.0,0.88,ISR,Kinetic,0,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,10,2
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,attempt,,,1.0,0.4,1.0,0.23625,0.08316,1.0,0,1.0,0.88,CBRNE,Kinetic,,,,,not_conducted,,,,GovLab,start,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,,10,3
,,,,Title10;Title50,,Biotechnology,1.0,Partner_CoDev,funding,,,1.0,0.49,1.0,0.34,0.146608,1.0,0,1.0,0.88,CBRNE,Kinetic,0,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,prototype_demo,10,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.2,0.4,1.0,0.4,0.16896,1.0,10,1.0,0.88,ISR,NonKinetic,10,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,10,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.08,0.4,1.0,0.2625,0.099792,1.0,4,1.0,0.88,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,10,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.16,0.4,1.0,0.34,0.138829,1.0,8,1.0,0.88,ISR,NonKinetic,8,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,10,4
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.14,0.4,1.0,0.2625,0.105336,1.0,7,1.0,0.88,ISR,NonKinetic,7,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,10,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.2,0.4,1.0,0.23625,0.099792,1.0,10,1.0,0.88,ISR,NonKinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,10,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.06,0.4,1.0,0.4,0.149248,1.0,3,1.0,0.88,NA,NonKinetic,3,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,10,3
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.06,0.4,1.0,0.36,0.134323,1.0,3,1.0,0.88,NA,Kinetic,3,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,11,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.08,0.4,1.0,0.4,0.152064,1.0,4,1.0,0.88,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,11,3
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.14,0.4,1.0,0.18375,0.073735,1.0,7,1.0,0.88,ISR,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,11,2
,,,,Title10,,Sensors,0.75,External,attempt,,,1.14,0.4,1.0,0.18375,0.073735,1.0,7,1.0,0.88,ISR,Kinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,,11,3
,,,,Title10,,Sensors,1.0,External,funding,,,1.0,0.49,1.0,0.32,0.137984,1.0,0,1.0,0.88,ISR,Kinetic,0,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,11,3
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.04,0.50575,1.0,0.3,0.138859,1.0,2,1.0,0.88,ISR,Kinetic,2,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,11,2
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.04,0.4,1.0,0.4,0.146432,1.0,2,1.0,0.88,NA,NonKinetic,2,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,11,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.08,0.4,1.0,0.36,0.136858,1.0,4,1.0,0.88,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,11,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.08,0.4,1.0,0.223125,0.084823,1.0,4,1.0,0.88,NA,NonKinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,11,3
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.1,0.4,1.0,0.2625,0.10164,1.0,5,1.0,0.88,ISR,NonKinetic,5,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,11,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.02,0.4,1.0,0.23625,0.084823,1.0,1,1.0,0.88,ISR,Kinetic,1,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,11,2
,,,,Title10;Title50,,Biotechnology,1.0,Partner_CoDev,funding,,,1.02,0.442225,1.0,0.34,0.13496,1.0,1,1.0,0.88,CBRNE,Kinetic,1,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,prototype_demo,11,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.22,0.4,1.0,0.4,0.171776,1.0,11,1.0,0.88,ISR,NonKinetic,11,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,11,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.1,0.4,1.0,0.2625,0.10164,1.0,5,1.0,0.88,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,11,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.18,0.4,1.0,0.34,0.141222,1.0,9,1.0,0.88,ISR,NonKinetic,9,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,11,4
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.16,0.4,1.0,0.2625,0.107184,1.0,8,1.0,0.88,ISR,NonKinetic,8,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,11,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.22,0.4,1.0,0.23625,0.101455,1.0,11,1.0,0.88,ISR,NonKinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,11,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.08,0.4,1.0,0.4,0.152064,1.0,4,1.0,0.88,NA,NonKinetic,4,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,11,3
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.08,0.4,1.0,0.36,0.136858,1.0,4,1.0,0.88,NA,Kinetic,4,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,12,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.1,0.4,1.0,0.4,0.15488,1.0,5,1.0,0.88,ISR,NonKinetic,5,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,12,3
,,,,Title10,Commercial,Missile_Defense,,UFR,contracting,,,1.16,0.4,,0.6,0.2784,,8,1.0,,ISR,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,12,2
,,,,Title10,,Sensors,1.0,External,funding,,,1.02,0.442225,1.0,0.32,0.127021,1.0,1,1.0,0.88,ISR,Kinetic,1,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,12,3
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.06,0.4256,1.0,0.3,0.1191,1.0,3,1.0,0.88,ISR,Kinetic,3,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,12,2
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.06,0.4,1.0,0.4,0.149248,1.0,3,1.0,0.88,NA,NonKinetic,3,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,12,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.1,0.4,1.0,0.36,0.139392,1.0,5,1.0,0.88,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,12,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.1,0.4,1.0,0.223125,0.086394,1.0,5,1.0,0.88,NA,NonKinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,12,3
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.12,0.4,1.0,0.2625,0.103488,1.0,6,1.0,0.88,ISR,NonKinetic,6,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,12,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.04,0.4,1.0,0.23625,0.086486,1.0,2,1.0,0.88,ISR,Kinetic,2,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,12,2
,,,,MFP11,,ISR,0.75,ProgramBase,attempt,,,1.04,0.4,1.0,0.23625,0.086486,1.0,2,1.0,0.88,MultiINT,Kinetic,,,,,not_conducted,,,,GovContractor,start,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,,12,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.0,0.49,1.0,0.2625,0.1029,1.0,0,1.0,0.8,MultiINT,Kinetic,0,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,12,2
,,,,Title10;Title50,GovLab,Biotechnology,,Partner_CoDev,contracting,,,1.04,0.567,,0.6,0.353808,,2,1.0,,CBRNE,Kinetic,2,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,prototype_demo,12,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.24,0.4,1.0,0.4,0.174592,1.0,12,1.0,0.88,ISR,NonKinetic,12,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,12,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.12,0.4,1.0,0.2625,0.103488,1.0,6,1.0,0.88,ISR,Kinetic,6,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,12,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.2,0.4,1.0,0.34,0.143616,1.0,10,1.0,0.88,ISR,NonKinetic,10,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,12,4
,,,,Title10,Commercial,Air_Dominance,,ProgramBase,contracting,,,1.18,0.4,,0.6,0.2832,,9,1.0,,ISR,NonKinetic,9,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,12,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.24,0.4,1.0,0.23625,0.103118,1.0,12,1.0,0.88,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,12,3
,,,,Title10,GovContractor,Air_Dominance,,ProgramBase,contracting,,,1.1,0.4,,0.65,0.286,,5,1.0,,NA,NonKinetic,5,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,12,3
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.1,0.4,1.0,0.36,0.139392,1.0,5,1.0,0.88,NA,Kinetic,5,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,13,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.12,0.4,1.0,0.4,0.157696,1.0,6,1.0,0.88,ISR,NonKinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,13,3
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.18,0.4,1.0,0.18375,0.076322,1.0,9,1.0,0.88,ISR,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,13,2
,,,,Title10,,Sensors,1.0,External,funding,,,1.04,0.4,1.0,0.32,0.117146,1.0,2,1.0,0.88,ISR,Kinetic,2,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,13,3
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.08,0.4,1.0,0.3,0.114048,1.0,4,1.0,0.88,ISR,Kinetic,4,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,13,2
,,,,Title10,,C2_JADC2,1.0,Partner_CoDev,attempt,,,1.08,0.4,1.0,0.3,0.114048,1.0,4,1.0,0.88,ISR,NonKinetic,,,,,unfavorable,,,,Commercial,start,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,,13,3
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.0,0.4,1.0,0.223125,0.07854,1.0,0,1.0,0.88,ISR,NonKinetic,0,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,13,3
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.08,0.4,1.0,0.4,0.152064,1.0,4,1.0,0.88,NA,NonKinetic,4,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,13,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.12,0.4,1.0,0.36,0.141926,1.0,6,1.0,0.88,ISR,Kinetic,6,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,13,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.12,0.4,1.0,0.223125,0.087965,1.0,6,1.0,0.88,NA,NonKinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,13,3
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.14,0.4,1.0,0.2625,0.105336,1.0,7,1.0,0.88,ISR,NonKinetic,7,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,13,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.06,0.4,1.0,0.23625,0.08815,1.0,3,1.0,0.88,ISR,Kinetic,3,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,13,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.02,0.442225,1.0,0.2625,0.094725,1.0,1,1.0,0.8,MultiINT,Kinetic,1,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,13,2
,,,,Title10;Title50,,Biotechnology,1.0,Partner_CoDev,funding,,,1.06,0.4,1.0,0.34,0.126861,1.0,3,1.0,0.88,CBRNE,Kinetic,3,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,prototype_demo,13,3
,,,,Title10,,AI_ML,1.0,POM,attempt,,,1.06,0.4,1.0,0.34,0.126861,1.0,3,1.0,0.88,NA,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,,13,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.0,0.49,1.0,0.36,0.155232,1.0,0,1.0,0.88,NA,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,13,4
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.26,0.4,1.0,0.4,0.177408,1.0,13,1.0,0.88,ISR,NonKinetic,13,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,13,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.14,0.4,1.0,0.2625,0.105336,1.0,7,1.0,0.88,ISR,Kinetic,7,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,13,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.22,0.4,1.0,0.34,0.14601,1.0,11,1.0,0.88,ISR,NonKinetic,11,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,13,4
,,,,Title10,Commercial,Air_Dominance,,ProgramBase,contracting,,,1.2,0.4,,0.6,0.288,,10,1.0,,ISR,NonKinetic,10,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,13,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.26,0.4,1.0,0.23625,0.104782,1.0,13,1.0,0.88,ISR,NonKinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,13,3
,,,,Title10,GovContractor,Air_Dominance,,ProgramBase,contracting,,,1.12,0.4,,0.65,0.2912,,6,1.0,,NA,NonKinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,13,3
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.12,0.4,1.0,0.36,0.141926,1.0,6,1.0,0.88,NA,Kinetic,6,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,14,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.14,0.4,1.0,0.4,0.160512,1.0,7,1.0,0.88,ISR,NonKinetic,7,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,14,3
,,,,Title10,,Strike,1.0,ProgramBase,attempt,,,1.14,0.4,1.0,0.4,0.160512,1.0,7,1.0,0.88,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,NG,NRL,0603892C,4,MDA,POC-User,,14,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.0,0.4,1.0,0.2625,0.0924,1.0,0,1.0,0.88,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,14,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.2,0.4,1.0,0.18375,0.077616,1.0,10,1.0,0.88,ISR,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,14,2
,,,,Title10,,Sensors,1.0,External,funding,,,1.06,0.4,1.0,0.32,0.119398,1.0,3,1.0,0.88,ISR,Kinetic,3,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,14,3
,,,,Title10,,Foundational_Science,1.0,External,attempt,,,1.06,0.4,1.0,0.32,0.119398,1.0,3,1.0,0.88,NA,NonKinetic,,,,,unfavorable,,,,GovLab,start,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,,14,4
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.0,0.5054,1.0,0.32,0.142321,1.0,0,1.0,0.88,NA,NonKinetic,0,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,14,4
,,,,Title10,Commercial,Land_Warfare,,Partner,contracting,,,1.1,0.4,,0.6,0.264,,5,1.0,,ISR,Kinetic,5,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,14,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.02,0.4,1.0,0.223125,0.080111,1.0,1,1.0,0.88,ISR,NonKinetic,1,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,14,3
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.1,0.4,1.0,0.4,0.15488,1.0,5,1.0,0.88,NA,NonKinetic,5,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,14,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.14,0.4,1.0,0.36,0.144461,1.0,7,1.0,0.88,ISR,Kinetic,7,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,14,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.14,0.4,1.0,0.223125,0.089536,1.0,7,1.0,0.88,NA,NonKinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,14,3
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.16,0.4,1.0,0.2625,0.107184,1.0,8,1.0,0.88,ISR,NonKinetic,8,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,14,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.08,0.4,1.0,0.23625,0.089813,1.0,4,1.0,0.88,ISR,Kinetic,4,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,14,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.04,0.4,1.0,0.2625,0.08736,1.0,2,1.0,0.8,MultiINT,Kinetic,2,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,14,2
