authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,9,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.06,0.4,1.0,0.32,0.14089,1.0,1.18,3,1.0,0.88,,NA,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,9,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.06,0.4,1.0,0.32,0.14089,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,9,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.12,0.4,1.0,0.23625,0.099913,1.0,1.18,6,1.0,0.8,,MultiINT,NonKinetic,6,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,9,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.02,0.442225,1.0,0.36,0.168621,1.0,1.18,1,1.0,0.88,,CBRNE,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,9,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.1,0.4,1.0,0.36,0.164483,1.0,1.18,5,1.0,0.88,,CBRNE,Kinetic,5,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,9,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.16,0.4,1.0,0.32,0.140165,1.0,1.18,8,1.0,0.8,,MultiINT,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,9,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,9,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,9,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.16,0.4,1.0,0.34,0.163818,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,9,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.14,0.4,1.0,0.32,0.151523,1.0,1.18,7,1.0,0.88,,NA,Kinetic,7,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,10,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.41895,1.0,0.4,0.177495,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,10,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.04,0.4,1.0,0.34,0.146871,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,10,4
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.4,0.179436,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,10,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.111213,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,10,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,10,2
Title10,Commercial,Maritime_Warfare,,,External,contracting,0.0,,1.0,,1.0,1.08,0.448,,0.6,0.290304,,,4,1.0,,,NA,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,10,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.08,0.4,1.0,0.32,0.143548,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,10,2
MFP11,,ISR,,,POM,test,0.0,1.0,1.0,0.75,,1.14,0.4165,1.0,0.66,0.235031,1.0,,7,1.0,,1.0,MultiINT,NonKinetic,7,,,,favorable,favorable,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,10,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.04,0.4,1.0,0.36,0.155511,1.0,1.18,2,1.0,0.88,,CBRNE,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,10,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,CBRNE,Kinetic,6,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,10,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.18,0.4,1.0,0.32,0.142582,1.0,1.18,9,1.0,0.8,,MultiINT,Kinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,10,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,10,2
Title10,,Air_Dominance,,,ProgramBase,test,0.0,1.0,1.0,0.775,,1.1,0.4,1.0,0.63,0.21483,1.0,,5,1.0,,1.0,ISR,NonKinetic,5,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,10,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.18,0.4,1.0,0.34,0.166642,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,10,3
Title10,GovLab,Microelectronics,,,External,contracting,0.0,,1.0,,1.0,1.16,0.4,,0.6,0.2784,,,8,1.0,,,NA,Kinetic,8,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,11,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,11,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.06,0.4,1.0,0.34,0.149696,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,11,4
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,11,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,11,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.22,0.4,1.0,0.2625,0.133019,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,11,2
Title10,Commercial,Maritime_Warfare,,,External,contracting,0.0,,1.0,,1.0,1.1,0.4,,0.6,0.264,,,5,1.0,,,NA,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,11,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.1,0.4,1.0,0.32,0.146207,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,11,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.16,0.4,1.0,0.23625,0.103481,1.0,1.18,8,1.0,0.8,,MultiINT,NonKinetic,8,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,11,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.06,0.4,1.0,0.36,0.158501,1.0,1.18,3,1.0,0.88,,CBRNE,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,11,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.14,0.4,1.0,0.36,0.170464,1.0,1.18,7,1.0,0.88,,CBRNE,Kinetic,7,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,11,4
MIP,GovLab,ISR,,,External,contracting,0.0,,1.0,,1.0,1.2,0.4,,0.6,0.288,,,10,1.0,,,MultiINT,Kinetic,10,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,11,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,NA,Kinetic,7,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,11,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,11,4
Title10,Commercial,Sensors,,,Partner_CoDev,test,0.0,,1.0,,1.0,1.2,0.4,,0.6,0.288,,,10,1.0,,,ISR,NonKinetic,10,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,11,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.18,0.4,1.0,0.32,0.15684,1.0,1.18,9,1.0,0.88,,NA,Kinetic,9,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,12,4
Title10,GovLab,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.06,0.476,,0.6,0.302736,,,3,1.0,,,NA,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,12,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.08,0.4,1.0,0.34,0.15252,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,12,4
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,12,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,12,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.2625,0.1352,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,12,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.12,0.4,1.0,0.32,0.148865,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,12,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.12,0.4,1.0,0.32,0.148865,1.0,1.18,6,1.0,0.88,,ISR,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,12,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.18,0.4,1.0,0.23625,0.105265,1.0,1.18,9,1.0,0.8,,MultiINT,NonKinetic,9,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,12,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.08,0.4,1.0,0.36,0.161492,1.0,1.18,4,1.0,0.88,,CBRNE,NonKinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,12,3
Title10;Title50,,Biotechnology,,,POM,test,0.0,1.0,1.0,0.725,,1.16,0.4165,1.0,0.66,0.231182,1.0,,8,1.0,,1.0,CBRNE,Kinetic,8,,,,favorable,favorable,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,12,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.22,0.4,1.0,0.32,0.147415,1.0,1.18,11,1.0,0.8,,MultiINT,Kinetic,11,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,12,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,NA,Kinetic,8,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,12,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,12,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.22,0.4,1.0,0.34,0.172291,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,12,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.2,0.4,1.0,0.32,0.159498,1.0,1.18,10,1.0,0.88,,NA,Kinetic,10,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,13,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.4,0.179436,1.0,1.18,4,1.0,0.88,,NA,NonKinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,13,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.1,0.4,1.0,0.34,0.155345,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,13,4
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.4,0.189404,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,13,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,13,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.2625,0.13738,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,13,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.14,0.4,1.0,0.32,0.151523,1.0,1.18,7,1.0,0.88,,NA,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,13,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.14,0.4,1.0,0.32,0.151523,1.0,1.18,7,1.0,0.88,,ISR,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,13,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.2,0.4,1.0,0.23625,0.10705,1.0,1.18,10,1.0,0.8,,MultiINT,NonKinetic,10,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,13,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.1,0.4,1.0,0.36,0.164483,1.0,1.18,5,1.0,0.88,,CBRNE,NonKinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,13,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.36,0.176445,1.0,1.18,9,1.0,0.88,,CBRNE,Kinetic,9,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,13,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.24,0.4,1.0,0.32,0.149832,1.0,1.18,12,1.0,0.8,,MultiINT,Kinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,13,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,NA,Kinetic,9,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,13,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,13,4
Title10,Commercial,Sensors,,,Partner_CoDev,test,0.0,,1.0,,1.0,1.24,0.4,,0.6,0.2976,,,12,1.0,,,ISR,NonKinetic,12,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,13,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.22,0.4,1.0,0.32,0.162157,1.0,1.18,11,1.0,0.88,,NA,Kinetic,11,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,14,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,NA,NonKinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,14,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.12,0.4,1.0,0.34,0.158169,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,14,4
Title10,,Land_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.16,0.4,1.0,0.71,0.238844,1.0,,8,1.0,,1.0,ISR,NonKinetic,8,,,,favorable,favorable,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,14,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,14,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.2625,0.139561,1.0,1.18,14,1.0,0.88,,ISR,NonKinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,14,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.16,0.4,1.0,0.32,0.154182,1.0,1.18,8,1.0,0.88,,NA,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,14,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.16,0.4,1.0,0.32,0.154182,1.0,1.18,8,1.0,0.88,,ISR,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,14,2
Title10,,C2_JADC2,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.16,0.4,1.0,0.32,0.154182,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,,14,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.2625,0.109032,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,14,2
MFP11,GovContractor,ISR,,,POM,contracting,0.0,,1.0,,1.0,1.22,0.4,,0.65,0.3172,,,11,1.0,,,MultiINT,NonKinetic,11,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,14,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.12,0.4,1.0,0.36,0.167473,1.0,1.18,6,1.0,0.88,,CBRNE,NonKinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,14,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,CBRNE,Kinetic,10,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,14,4
Title10,,Medical,0.0,1.0,POM,attempt,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,Medical,Kinetic,,,,,not_conducted,,,,Commercial,start,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,,14,4
Title10,,Medical,,,POM,test,0.0,1.0,1.0,0.7,,1.0,0.8,1.0,0.68,0.3808,1.0,,0,1.0,,1.0,Medical,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,14,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.26,0.4,1.0,0.32,0.152248,1.0,1.18,13,1.0,0.8,,MultiINT,Kinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,14,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,NA,Kinetic,10,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,14,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,14,4
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.26,0.4,1.0,0.34,0.17794,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,14,3
